2026-08-01 07:50:57 | INFO | === YOLOv11 Inference Run: yolov11_n ===
2026-08-01 07:50:57 | INFO | Weights: /mnt/DATA/EE25M305/Sonar_Vision/run/train/sonar_yolov11_n/weights/best.pt
2026-08-01 07:50:57 | INFO | Source images: /mnt/DATA/EE25M305/Sonar_Vision/Sonar_Dataset/images/test
2026-08-01 07:50:57 | INFO | conf=0.25  iou=0.45  imgsz=640  device='0,1,2'  workers=24
2026-08-01 07:50:57 | INFO | Model loaded. Classes: {0: 'mine', 1: 'can', 2: 'bottle', 3: 'drink-carton', 4: 'chain', 5: 'propeller', 6: 'tire', 7: 'hook', 8: 'valve', 9: 'shampoo-bottle', 10: 'standing-bottle'}
2026-08-01 07:50:57 | INFO | Running validation on split='test' using /mnt/DATA/EE25M305/Sonar_Vision/Sonar_Dataset/data.yaml for P/R/mAP ...
2026-08-01 07:51:06 | INFO | Validation complete. Overall: {'precision': 0.973, 'recall': 0.9831, 'map50': 0.9889, 'map5095': 0.7735}
2026-08-01 07:51:06 | INFO | Found 206 test images.
2026-08-01 07:51:06 | INFO | [1/206] marine_marine-debris-aris3k-1009.png -> 1 detection(s) | 86.5 ms | 11.6 FPS
2026-08-01 07:51:06 | INFO | [2/206] marine_marine-debris-aris3k-1018.png -> 1 detection(s) | 12.0 ms | 83.3 FPS
2026-08-01 07:51:06 | INFO | [3/206] marine_marine-debris-aris3k-1043.png -> 1 detection(s) | 63.8 ms | 15.7 FPS
2026-08-01 07:51:06 | INFO | [4/206] marine_marine-debris-aris3k-1046.png -> 1 detection(s) | 12.1 ms | 82.8 FPS
2026-08-01 07:51:06 | INFO | [5/206] marine_marine-debris-aris3k-1052.png -> 1 detection(s) | 14.4 ms | 69.2 FPS
2026-08-01 07:51:06 | INFO | [6/206] marine_marine-debris-aris3k-1056.png -> 2 detection(s) | 12.8 ms | 78.2 FPS
2026-08-01 07:51:06 | INFO | [7/206] marine_marine-debris-aris3k-1077.png -> 1 detection(s) | 12.8 ms | 77.9 FPS
2026-08-01 07:51:06 | INFO | [8/206] marine_marine-debris-aris3k-1081.png -> 3 detection(s) | 12.4 ms | 80.5 FPS
2026-08-01 07:51:06 | INFO | [9/206] marine_marine-debris-aris3k-1084.png -> 1 detection(s) | 12.9 ms | 77.5 FPS
2026-08-01 07:51:06 | INFO | [10/206] marine_marine-debris-aris3k-110.png -> 2 detection(s) | 12.6 ms | 79.3 FPS
2026-08-01 07:51:06 | INFO | [11/206] marine_marine-debris-aris3k-1114.png -> 2 detection(s) | 16.4 ms | 61.0 FPS
2026-08-01 07:51:06 | INFO | [12/206] marine_marine-debris-aris3k-1119.png -> 1 detection(s) | 13.2 ms | 75.9 FPS
2026-08-01 07:51:06 | INFO | [13/206] marine_marine-debris-aris3k-1125.png -> 2 detection(s) | 12.4 ms | 80.5 FPS
2026-08-01 07:51:06 | INFO | [14/206] marine_marine-debris-aris3k-1129.png -> 1 detection(s) | 12.4 ms | 81.0 FPS
2026-08-01 07:51:06 | INFO | [15/206] marine_marine-debris-aris3k-1142.png -> 1 detection(s) | 12.6 ms | 79.1 FPS
2026-08-01 07:51:06 | INFO | [16/206] marine_marine-debris-aris3k-1144.png -> 1 detection(s) | 12.9 ms | 77.7 FPS
2026-08-01 07:51:06 | INFO | [17/206] marine_marine-debris-aris3k-1158.png -> 1 detection(s) | 13.2 ms | 75.8 FPS
2026-08-01 07:51:06 | INFO | [18/206] marine_marine-debris-aris3k-1165.png -> 1 detection(s) | 15.0 ms | 66.7 FPS
2026-08-01 07:51:06 | INFO | [19/206] marine_marine-debris-aris3k-1168.png -> 1 detection(s) | 14.3 ms | 69.8 FPS
2026-08-01 07:51:06 | INFO | [20/206] marine_marine-debris-aris3k-117.png -> 1 detection(s) | 15.0 ms | 66.8 FPS
2026-08-01 07:51:06 | INFO | [21/206] marine_marine-debris-aris3k-1176.png -> 3 detection(s) | 13.8 ms | 72.7 FPS
2026-08-01 07:51:06 | INFO | [22/206] marine_marine-debris-aris3k-1183.png -> 1 detection(s) | 14.4 ms | 69.4 FPS
2026-08-01 07:51:07 | INFO | [23/206] marine_marine-debris-aris3k-1186.png -> 1 detection(s) | 12.9 ms | 77.4 FPS
2026-08-01 07:51:07 | INFO | [24/206] marine_marine-debris-aris3k-12.png -> 1 detection(s) | 13.4 ms | 74.7 FPS
2026-08-01 07:51:07 | INFO | [25/206] marine_marine-debris-aris3k-1202.png -> 1 detection(s) | 14.4 ms | 69.5 FPS
2026-08-01 07:51:07 | INFO | [26/206] marine_marine-debris-aris3k-1208.png -> 2 detection(s) | 14.7 ms | 68.2 FPS
2026-08-01 07:51:07 | INFO | [27/206] marine_marine-debris-aris3k-1227.png -> 2 detection(s) | 14.5 ms | 69.0 FPS
2026-08-01 07:51:07 | INFO | [28/206] marine_marine-debris-aris3k-1252.png -> 1 detection(s) | 13.3 ms | 75.0 FPS
2026-08-01 07:51:07 | INFO | [29/206] marine_marine-debris-aris3k-1254.png -> 2 detection(s) | 12.0 ms | 83.7 FPS
2026-08-01 07:51:07 | INFO | [30/206] marine_marine-debris-aris3k-1260.png -> 1 detection(s) | 14.2 ms | 70.5 FPS
2026-08-01 07:51:07 | INFO | [31/206] marine_marine-debris-aris3k-128.png -> 1 detection(s) | 13.9 ms | 71.8 FPS
2026-08-01 07:51:07 | INFO | [32/206] marine_marine-debris-aris3k-1284.png -> 2 detection(s) | 14.3 ms | 69.7 FPS
2026-08-01 07:51:07 | INFO | [33/206] marine_marine-debris-aris3k-1291.png -> 1 detection(s) | 14.2 ms | 70.5 FPS
2026-08-01 07:51:07 | INFO | [34/206] marine_marine-debris-aris3k-1292.png -> 1 detection(s) | 13.6 ms | 73.6 FPS
2026-08-01 07:51:07 | INFO | [35/206] marine_marine-debris-aris3k-1298.png -> 1 detection(s) | 13.2 ms | 75.8 FPS
2026-08-01 07:51:07 | INFO | [36/206] marine_marine-debris-aris3k-1299.png -> 2 detection(s) | 13.4 ms | 74.6 FPS
2026-08-01 07:51:07 | INFO | [37/206] marine_marine-debris-aris3k-1312.png -> 1 detection(s) | 13.4 ms | 74.5 FPS
2026-08-01 07:51:07 | INFO | [38/206] marine_marine-debris-aris3k-1351.png -> 2 detection(s) | 13.4 ms | 74.8 FPS
2026-08-01 07:51:07 | INFO | [39/206] marine_marine-debris-aris3k-1364.png -> 1 detection(s) | 13.4 ms | 74.5 FPS
2026-08-01 07:51:07 | INFO | [40/206] marine_marine-debris-aris3k-1384.png -> 1 detection(s) | 12.5 ms | 80.0 FPS
2026-08-01 07:51:07 | INFO | [41/206] marine_marine-debris-aris3k-1387.png -> 1 detection(s) | 12.2 ms | 81.8 FPS
2026-08-01 07:51:07 | INFO | [42/206] marine_marine-debris-aris3k-139.png -> 2 detection(s) | 12.3 ms | 81.5 FPS
2026-08-01 07:51:07 | INFO | [43/206] marine_marine-debris-aris3k-1394.png -> 2 detection(s) | 12.7 ms | 78.7 FPS
2026-08-01 07:51:07 | INFO | [44/206] marine_marine-debris-aris3k-140.png -> 2 detection(s) | 12.9 ms | 77.7 FPS
2026-08-01 07:51:07 | INFO | [45/206] marine_marine-debris-aris3k-1401.png -> 2 detection(s) | 13.8 ms | 72.7 FPS
2026-08-01 07:51:07 | INFO | [46/206] marine_marine-debris-aris3k-1403.png -> 2 detection(s) | 12.3 ms | 81.0 FPS
2026-08-01 07:51:07 | INFO | [47/206] marine_marine-debris-aris3k-1409.png -> 1 detection(s) | 14.4 ms | 69.4 FPS
2026-08-01 07:51:07 | INFO | [48/206] marine_marine-debris-aris3k-1417.png -> 1 detection(s) | 13.5 ms | 74.2 FPS
2026-08-01 07:51:07 | INFO | [49/206] marine_marine-debris-aris3k-142.png -> 1 detection(s) | 12.8 ms | 78.2 FPS
2026-08-01 07:51:07 | INFO | [50/206] marine_marine-debris-aris3k-1426.png -> 2 detection(s) | 13.0 ms | 77.1 FPS
2026-08-01 07:51:07 | INFO | [51/206] marine_marine-debris-aris3k-1449.png -> 1 detection(s) | 12.6 ms | 79.6 FPS
2026-08-01 07:51:07 | INFO | [52/206] marine_marine-debris-aris3k-1452.png -> 2 detection(s) | 11.9 ms | 83.8 FPS
2026-08-01 07:51:07 | INFO | [53/206] marine_marine-debris-aris3k-1460.png -> 2 detection(s) | 13.6 ms | 73.5 FPS
2026-08-01 07:51:07 | INFO | [54/206] marine_marine-debris-aris3k-1482.png -> 1 detection(s) | 12.8 ms | 78.1 FPS
2026-08-01 07:51:07 | INFO | [55/206] marine_marine-debris-aris3k-1485.png -> 1 detection(s) | 13.6 ms | 73.4 FPS
2026-08-01 07:51:08 | INFO | [56/206] marine_marine-debris-aris3k-1486.png -> 1 detection(s) | 13.4 ms | 74.7 FPS
2026-08-01 07:51:08 | INFO | [57/206] marine_marine-debris-aris3k-149.png -> 1 detection(s) | 14.1 ms | 70.8 FPS
2026-08-01 07:51:08 | INFO | [58/206] marine_marine-debris-aris3k-1491.png -> 1 detection(s) | 13.8 ms | 72.5 FPS
2026-08-01 07:51:08 | INFO | [59/206] marine_marine-debris-aris3k-1495.png -> 1 detection(s) | 12.5 ms | 79.9 FPS
2026-08-01 07:51:08 | INFO | [60/206] marine_marine-debris-aris3k-1504.png -> 1 detection(s) | 14.7 ms | 68.2 FPS
2026-08-01 07:51:08 | INFO | [61/206] marine_marine-debris-aris3k-151.png -> 2 detection(s) | 13.9 ms | 72.0 FPS
2026-08-01 07:51:08 | INFO | [62/206] marine_marine-debris-aris3k-1530.png -> 1 detection(s) | 12.9 ms | 77.2 FPS
2026-08-01 07:51:08 | INFO | [63/206] marine_marine-debris-aris3k-1538.png -> 1 detection(s) | 12.5 ms | 80.3 FPS
2026-08-01 07:51:08 | INFO | [64/206] marine_marine-debris-aris3k-1578.png -> 1 detection(s) | 12.4 ms | 80.8 FPS
2026-08-01 07:51:08 | INFO | [65/206] marine_marine-debris-aris3k-158.png -> 1 detection(s) | 12.2 ms | 82.1 FPS
2026-08-01 07:51:08 | INFO | [66/206] marine_marine-debris-aris3k-1596.png -> 1 detection(s) | 13.3 ms | 75.5 FPS
2026-08-01 07:51:08 | INFO | [67/206] marine_marine-debris-aris3k-1618.png -> 1 detection(s) | 13.9 ms | 72.0 FPS
2026-08-01 07:51:08 | INFO | [68/206] marine_marine-debris-aris3k-1624.png -> 2 detection(s) | 13.7 ms | 72.8 FPS
2026-08-01 07:51:08 | INFO | [69/206] marine_marine-debris-aris3k-1631.png -> 1 detection(s) | 13.2 ms | 75.7 FPS
2026-08-01 07:51:08 | INFO | [70/206] marine_marine-debris-aris3k-1652.png -> 1 detection(s) | 13.8 ms | 72.3 FPS
2026-08-01 07:51:08 | INFO | [71/206] marine_marine-debris-aris3k-166.png -> 2 detection(s) | 13.0 ms | 76.9 FPS
2026-08-01 07:51:08 | INFO | [72/206] marine_marine-debris-aris3k-1664.png -> 1 detection(s) | 13.6 ms | 73.3 FPS
2026-08-01 07:51:08 | INFO | [73/206] marine_marine-debris-aris3k-1665.png -> 1 detection(s) | 12.4 ms | 80.5 FPS
2026-08-01 07:51:08 | INFO | [74/206] marine_marine-debris-aris3k-1670.png -> 1 detection(s) | 12.0 ms | 83.6 FPS
2026-08-01 07:51:08 | INFO | [75/206] marine_marine-debris-aris3k-1680.png -> 2 detection(s) | 14.0 ms | 71.3 FPS
2026-08-01 07:51:08 | INFO | [76/206] marine_marine-debris-aris3k-1696.png -> 1 detection(s) | 14.1 ms | 71.1 FPS
2026-08-01 07:51:08 | INFO | [77/206] marine_marine-debris-aris3k-1698.png -> 1 detection(s) | 13.8 ms | 72.3 FPS
2026-08-01 07:51:08 | INFO | [78/206] marine_marine-debris-aris3k-1699.png -> 1 detection(s) | 13.6 ms | 73.4 FPS
2026-08-01 07:51:08 | INFO | [79/206] marine_marine-debris-aris3k-1700.png -> 1 detection(s) | 14.1 ms | 70.9 FPS
2026-08-01 07:51:08 | INFO | [80/206] marine_marine-debris-aris3k-1707.png -> 1 detection(s) | 13.4 ms | 74.5 FPS
2026-08-01 07:51:08 | INFO | [81/206] marine_marine-debris-aris3k-1727.png -> 1 detection(s) | 13.5 ms | 73.8 FPS
2026-08-01 07:51:08 | INFO | [82/206] marine_marine-debris-aris3k-1733.png -> 2 detection(s) | 13.1 ms | 76.2 FPS
2026-08-01 07:51:08 | INFO | [83/206] marine_marine-debris-aris3k-1737.png -> 1 detection(s) | 13.3 ms | 75.0 FPS
2026-08-01 07:51:08 | INFO | [84/206] marine_marine-debris-aris3k-1771.png -> 1 detection(s) | 13.6 ms | 73.3 FPS
2026-08-01 07:51:08 | INFO | [85/206] marine_marine-debris-aris3k-1776.png -> 1 detection(s) | 13.5 ms | 74.0 FPS
2026-08-01 07:51:08 | INFO | [86/206] marine_marine-debris-aris3k-1777.png -> 1 detection(s) | 13.5 ms | 74.3 FPS
2026-08-01 07:51:08 | INFO | [87/206] marine_marine-debris-aris3k-1788.png -> 1 detection(s) | 13.0 ms | 77.0 FPS
2026-08-01 07:51:08 | INFO | [88/206] marine_marine-debris-aris3k-1825.png -> 2 detection(s) | 13.0 ms | 76.9 FPS
2026-08-01 07:51:08 | INFO | [89/206] marine_marine-debris-aris3k-1833.png -> 2 detection(s) | 14.4 ms | 69.6 FPS
2026-08-01 07:51:09 | INFO | [90/206] marine_marine-debris-aris3k-1843.png -> 1 detection(s) | 13.7 ms | 72.7 FPS
2026-08-01 07:51:09 | INFO | [91/206] marine_marine-debris-aris3k-1844.png -> 1 detection(s) | 13.2 ms | 75.8 FPS
2026-08-01 07:51:09 | INFO | [92/206] marine_marine-debris-aris3k-185.png -> 1 detection(s) | 13.4 ms | 74.7 FPS
2026-08-01 07:51:09 | INFO | [93/206] marine_marine-debris-aris3k-1860.png -> 1 detection(s) | 14.3 ms | 70.1 FPS
2026-08-01 07:51:09 | INFO | [94/206] marine_marine-debris-aris3k-226.png -> 1 detection(s) | 13.9 ms | 72.2 FPS
2026-08-01 07:51:09 | INFO | [95/206] marine_marine-debris-aris3k-237.png -> 1 detection(s) | 13.2 ms | 75.9 FPS
2026-08-01 07:51:09 | INFO | [96/206] marine_marine-debris-aris3k-248.png -> 1 detection(s) | 14.6 ms | 68.6 FPS
2026-08-01 07:51:09 | INFO | [97/206] marine_marine-debris-aris3k-256.png -> 2 detection(s) | 13.1 ms | 76.3 FPS
2026-08-01 07:51:09 | INFO | [98/206] marine_marine-debris-aris3k-292.png -> 2 detection(s) | 13.4 ms | 74.6 FPS
2026-08-01 07:51:09 | INFO | [99/206] marine_marine-debris-aris3k-300.png -> 1 detection(s) | 14.0 ms | 71.3 FPS
2026-08-01 07:51:09 | INFO | [100/206] marine_marine-debris-aris3k-305.png -> 2 detection(s) | 13.4 ms | 74.4 FPS
2026-08-01 07:51:09 | INFO | [101/206] marine_marine-debris-aris3k-306.png -> 2 detection(s) | 13.7 ms | 72.7 FPS
2026-08-01 07:51:09 | INFO | [102/206] marine_marine-debris-aris3k-31.png -> 1 detection(s) | 13.9 ms | 72.1 FPS
2026-08-01 07:51:09 | INFO | [103/206] marine_marine-debris-aris3k-321.png -> 1 detection(s) | 13.4 ms | 74.4 FPS
